title,description,content,url,published_at,source_name,source_id,author,url_to_image,full_text,published_datetime,sectors,primary_sector,sentiment,polarity,subjectivity,business_sentiment,market_trend,keywords,top_keywords,entities,text_length,word_count,sentiment_category,business_sentiment_category
Enlivex to present 3-month data from Phase IIa osteoarthritis trial,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4183502/ENLV-Enlivex-to-present-month-data-from-Phase-IIa-osteoarthritis-trial,2025-08-14T12:39:05Z,Thefly.com,,,https://thefly.com/images/meta/hotstocks.jpg,"Enlivex to present 3-month data from Phase IIa osteoarthritis trial See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",2025-08-14 12:39:05+00:00,['automotive'],automotive,"{'polarity': 0.22083333333333335, 'subjectivity': 0.42500000000000004, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.22083333333333335,0.42500000000000004,0.0,0.0,"[('news', 2), ('enlivex', 1), ('present', 1), ('data', 1), ('phase', 1)]","['news', 'enlivex', 'present', 'data', 'phase']","{'companies': ['Phase IIa', 'See', 'Earnings', 'Known', 'The Fly', 'Enlivex'], 'locations': [], 'currencies': [], 'numbers': []}",379,56,positive,neutral
Soybeans Fading Lower on Thursday Morning,"Barchart Premier: The most comprehensive method for keeping track of all your investments.
FREE 30 Day Trial
- Market Pulse
- VolatilityVolume & Open InterestHorizontal StrategiesButterfly Strategies
-
- Market PulseResourcesEuropean FuturesEuropean Groupings…",Barchart Premier: The most comprehensive method for keeping track of all your investments.FREE 30 Day Trial- Market Pulse- VolatilityVolume &amp; Open InterestHorizontal StrategiesButterfly Strategie… [+138 chars],https://biztoc.com/x/1c52636774506c53,2025-08-14T12:38:43Z,Biztoc.com,,barchart.com,https://biztoc.com/cdn/1c52636774506c53_s.webp,"Soybeans Fading Lower on Thursday Morning Barchart Premier: The most comprehensive method for keeping track of all your investments.
FREE 30 Day Trial
- Market Pulse
- VolatilityVolume & Open InterestHorizontal StrategiesButterfly Strategies
-
- Market PulseResourcesEuropean FuturesEuropean Groupings… Barchart Premier: The most comprehensive method for keeping track of all your investments.FREE 30 Day Trial- Market Pulse- VolatilityVolume &amp; Open InterestHorizontal StrategiesButterfly Strategie… [+138 chars]",2025-08-14 12:38:43+00:00,['general'],general,"{'polarity': 0.27999999999999997, 'subjectivity': 0.5599999999999999, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.27999999999999997,0.5599999999999999,0.0,0.0,"[('market', 3), ('barchart', 2), ('premier', 2), ('comprehensive', 2), ('method', 2)]","['market', 'barchart', 'premier', 'comprehensive', 'method']","{'companies': ['Market Pulse', 'VolatilityVolume', 'Soybeans Fading Lower', 'Open InterestHorizontal StrategiesButterfly Strategies', 'Open InterestHorizontal StrategiesButterfly Strategie', 'FREE', 'The', 'Thursday Morning Barchart Premier', 'Day Trial', 'Market PulseResourcesEuropean FuturesEuropean Groupings', 'Barchart Premier'], 'locations': [], 'currencies': [], 'numbers': []}",516,65,positive,neutral
Wheat Pushing Losses to Thursday Morning,"Barchart Premier: The most comprehensive method for keeping track of all your investments.
FREE 30 Day Trial
- Market Pulse
- VolatilityVolume & Open InterestHorizontal StrategiesButterfly Strategies
-
- Market PulseResourcesEuropean FuturesEuropean Groupings…",Barchart Premier: The most comprehensive method for keeping track of all your investments.FREE 30 Day Trial- Market Pulse- VolatilityVolume &amp; Open InterestHorizontal StrategiesButterfly Strategie… [+138 chars],https://biztoc.com/x/10e49a0248ac0f90,2025-08-14T12:38:35Z,Biztoc.com,,barchart.com,https://biztoc.com/cdn/10e49a0248ac0f90_s.webp,"Wheat Pushing Losses to Thursday Morning Barchart Premier: The most comprehensive method for keeping track of all your investments.
FREE 30 Day Trial
- Market Pulse
- VolatilityVolume & Open InterestHorizontal StrategiesButterfly Strategies
-
- Market PulseResourcesEuropean FuturesEuropean Groupings… Barchart Premier: The most comprehensive method for keeping track of all your investments.FREE 30 Day Trial- Market Pulse- VolatilityVolume &amp; Open InterestHorizontal StrategiesButterfly Strategie… [+138 chars]",2025-08-14 12:38:35+00:00,['general'],general,"{'polarity': 0.27999999999999997, 'subjectivity': 0.5599999999999999, 'business_sentiment': -1.0, 'market_trend': 0.0}",0.27999999999999997,0.5599999999999999,-1.0,0.0,"[('market', 3), ('barchart', 2), ('premier', 2), ('comprehensive', 2), ('method', 2)]","['market', 'barchart', 'premier', 'comprehensive', 'method']","{'companies': ['Market Pulse', 'VolatilityVolume', 'Open InterestHorizontal StrategiesButterfly Strategies', 'Open InterestHorizontal StrategiesButterfly Strategie', 'FREE', 'The', 'Thursday Morning Barchart Premier', 'Day Trial', 'Market PulseResourcesEuropean FuturesEuropean Groupings', 'Wheat Pushing Losses', 'Barchart Premier'], 'locations': [], 'currencies': [], 'numbers': []}",515,65,positive,negative
Cotton Leaking Lower on Thursday Morning,"Jump-Start Your Search For Promising Trade Ideas With Barchart Premier’s ""Top Stock Pick"".
FREE 30 Day Trial
- Market Pulse
- VolatilityVolume & Open InterestHorizontal StrategiesButterfly Strategies
-
- Market PulseResourcesEuropean FuturesEuropean Groupings…","Jump-Start Your Search For Promising Trade Ideas With Barchart Premiers ""Top Stock Pick"".FREE 30 Day Trial- Market Pulse- VolatilityVolume &amp; Open InterestHorizontal StrategiesButterfly Strategies… [+137 chars]",https://biztoc.com/x/b140b6b2d138c861,2025-08-14T12:38:35Z,Biztoc.com,,barchart.com,https://biztoc.com/cdn/b140b6b2d138c861_s.webp,"Cotton Leaking Lower on Thursday Morning Jump-Start Your Search For Promising Trade Ideas With Barchart Premier’s ""Top Stock Pick"".
FREE 30 Day Trial
- Market Pulse
- VolatilityVolume & Open InterestHorizontal StrategiesButterfly Strategies
-
- Market PulseResourcesEuropean FuturesEuropean Groupings… Jump-Start Your Search For Promising Trade Ideas With Barchart Premiers ""Top Stock Pick"".FREE 30 Day Trial- Market Pulse- VolatilityVolume &amp; Open InterestHorizontal StrategiesButterfly Strategies… [+137 chars]",2025-08-14 12:38:35+00:00,['general'],general,"{'polarity': 0.2571428571428572, 'subjectivity': 0.5428571428571428, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.2571428571428572,0.5428571428571428,0.0,0.0,"[('market', 3), ('jumpstart', 2), ('search', 2), ('promising', 2), ('trade', 2)]","['market', 'jumpstart', 'search', 'promising', 'trade']","{'companies': ['Market Pulse', 'VolatilityVolume', 'Cotton Leaking Lower', 'Thursday Morning Jump', 'Open InterestHorizontal StrategiesButterfly Strategies', 'Start Your Search For Promising Trade Ideas With Barchart Premier', 'FREE', 'Day Trial', 'Start Your Search For Promising Trade Ideas With Barchart Premiers', 'Market PulseResourcesEuropean FuturesEuropean Groupings', 'Top Stock Pick', 'Jump'], 'locations': [], 'currencies': [], 'numbers': []}",515,65,positive,neutral
DOJ Reacts After Major Legal Blow by Trump-Appointed Judge,"Voice is AI-generated. Inconsistencies may occur.
The Department of Justice said this week it was ""expeditiously"" making available nearly $95 million in congressionally approved funding for the National Endowment for Democracy (NED), following a federal court…","Voice is AI-generated. Inconsistencies may occur.The Department of Justice said this week it was ""expeditiously"" making available nearly $95 million in congressionally approved funding for the Nation… [+139 chars]",https://biztoc.com/x/e4de0200c244d389,2025-08-14T12:38:33Z,Biztoc.com,,newsweek.com,https://biztoc.com/cdn/e4de0200c244d389_s.webp,"DOJ Reacts After Major Legal Blow by Trump-Appointed Judge Voice is AI-generated. Inconsistencies may occur.
The Department of Justice said this week it was ""expeditiously"" making available nearly $95 million in congressionally approved funding for the National Endowment for Democracy (NED), following a federal court… Voice is AI-generated. Inconsistencies may occur.The Department of Justice said this week it was ""expeditiously"" making available nearly $95 million in congressionally approved funding for the Nation… [+139 chars]",2025-08-14 12:38:33+00:00,['technology'],technology,"{'polarity': 0.11805555555555555, 'subjectivity': 0.26666666666666666, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.11805555555555555,0.26666666666666666,0.0,0.0,"[('voice', 2), ('aigenerated', 2), ('inconsistency', 2), ('may', 2), ('department', 2)]","['voice', 'aigenerated', 'inconsistency', 'may', 'department']","{'companies': ['Trump', 'Voice', 'Justice', 'Nation', 'AI', 'Appointed Judge Voice', 'DOJ Reacts After Major Legal Blow', 'The Department', 'National Endowment', 'Democracy', 'Inconsistencies', 'NED'], 'locations': [], 'currencies': ['$95', '$95'], 'numbers': ['95 million', '95 million']}",533,74,positive,neutral
"Futures Flat, Global Stock Rally Fizzles Ahead Of PPI Report","Futures Flat, Global Stock Rally Fizzles Ahead Of PPI Report
 
The global market rally stalled and US equity futures are flat with small caps underperforming (SPX and NDX made new ATHs yesterday while the Russell still sits ~5% below its ATH) into this mornin…","Futures Flat, Global Stock Rally Fizzles Ahead Of PPI Report
The global market rally stalled and US equity futures are flat with small caps underperforming (SPX and NDX made new ATHs yesterday while… [+142 chars]",https://biztoc.com/x/de88827d4e26067f,2025-08-14T12:38:27Z,Biztoc.com,,zerohedge.com,https://biztoc.com/cdn/de88827d4e26067f_s.webp,"Futures Flat, Global Stock Rally Fizzles Ahead Of PPI Report Futures Flat, Global Stock Rally Fizzles Ahead Of PPI Report
 
The global market rally stalled and US equity futures are flat with small caps underperforming (SPX and NDX made new ATHs yesterday while the Russell still sits ~5% below its ATH) into this mornin… Futures Flat, Global Stock Rally Fizzles Ahead Of PPI Report
The global market rally stalled and US equity futures are flat with small caps underperforming (SPX and NDX made new ATHs yesterday while… [+142 chars]",2025-08-14 12:38:27+00:00,['general'],general,"{'polarity': -0.025162337662337664, 'subjectivity': 0.1667207792207792, 'business_sentiment': 0.0, 'market_trend': 1.0}",-0.025162337662337664,0.1667207792207792,0.0,1.0,"[('future', 5), ('flat', 5), ('global', 5), ('rally', 5), ('stock', 3)]","['future', 'flat', 'global', 'rally', 'stock']","{'companies': ['Global Stock Rally Fizzles Ahead Of PPI Report\r\nThe', 'SPX', 'NDX', 'Global Stock Rally Fizzles Ahead Of PPI Report\n \nThe', 'Russell', 'ATH', 'Global Stock Rally Fizzles Ahead Of PPI Report Futures Flat', 'Futures Flat', 'ATHs', 'US'], 'locations': [], 'currencies': [], 'numbers': []}",535,89,neutral,neutral
Foxconn sees robust AI demand as second-quarter profit tops forecast,"The company said artificial intelligence server revenue is expected to leap more than 170% year-on-year in the coming quarter, though it also warned of uncertainty from US tariffs.",Foxconn on Thursday forecast a significant rise in third-quarter revenue as the world's biggest iPhone maker said it had for the first time made more money from its AI server business than from smart… [+3157 chars],https://economictimes.indiatimes.com/tech/artificial-intelligence/foxconn-sees-robust-ai-demand-as-second-quarter-profit-tops-forecast/articleshow/123305407.cms,2025-08-14T12:38:26Z,The Times of India,the-times-of-india,Reuters,"https://img.etimg.com/thumb/width-1200,height-900,imgsize-27736,resizemode-75,msid-123305407/tech/artificial-intelligence/foxconn-sees-robust-ai-demand-as-second-quarter-profit-tops-forecast.jpg","Foxconn sees robust AI demand as second-quarter profit tops forecast The company said artificial intelligence server revenue is expected to leap more than 170% year-on-year in the coming quarter, though it also warned of uncertainty from US tariffs. Foxconn on Thursday forecast a significant rise in third-quarter revenue as the world's biggest iPhone maker said it had for the first time made more money from its AI server business than from smart… [+3157 chars]",2025-08-14 12:38:26+00:00,"['technology', 'automotive']",technology,"{'polarity': 0.15416666666666667, 'subjectivity': 0.6013888888888889, 'business_sentiment': 0.5, 'market_trend': 0.0}",0.15416666666666667,0.6013888888888889,0.5,0.0,"[('foxconn', 2), ('forecast', 2), ('said', 2), ('server', 2), ('revenue', 2)]","['foxconn', 'forecast', 'said', 'server', 'revenue']","{'companies': ['Foxconn', 'AI', 'Thursday', 'The', 'US'], 'locations': [], 'currencies': [], 'numbers': []}",464,74,positive,positive
Vietnam police bust billion-dollar crypto Ponzi ring behind Paynet Coin scam: Report,"Vietnamese police dismantled the country’s largest crypto fraud, arresting 20 suspects linked to a multibillion-dollar Ponzi scheme using Paynet Coin, seizing $38 million in assets.","Vietnamese authorities have dismantled what they describe as the countrys largest crypto fraud to date, arresting the ringleader and accomplices behind a multibillion-dollar Ponzi scheme built around… [+2613 chars]",https://cointelegraph.com/news/vietnam-police-bust-billion-dollar-crypto-ponzi-ring-behind-paynet-coin-scam-report,2025-08-14T12:38:25Z,Cointelegraph,,Cointelegraph by Amin Haqshanas,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2024-12/0193b8d2-9292-7c67-aedf-d280210ab736","Vietnam police bust billion-dollar crypto Ponzi ring behind Paynet Coin scam: Report Vietnamese police dismantled the country’s largest crypto fraud, arresting 20 suspects linked to a multibillion-dollar Ponzi scheme using Paynet Coin, seizing $38 million in assets. Vietnamese authorities have dismantled what they describe as the countrys largest crypto fraud to date, arresting the ringleader and accomplices behind a multibillion-dollar Ponzi scheme built around… [+2613 chars]",2025-08-14 12:38:25+00:00,['general'],general,"{'polarity': -0.4, 'subjectivity': 0.7, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.4,0.7,0.0,0.0,"[('crypto', 3), ('ponzi', 3), ('police', 2), ('behind', 2), ('paynet', 2)]","['crypto', 'ponzi', 'police', 'behind', 'paynet']","{'companies': ['Ponzi', 'Vietnamese', 'Report Vietnamese', 'Vietnam', 'Paynet Coin'], 'locations': [], 'currencies': ['$38'], 'numbers': ['38 million']}",481,66,negative,neutral
Lilly signs up to $1.3 billion deal with Superluminal to develop obesity medicines,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+829 chars]",https://biztoc.com/x/85915a5e6f369acc,2025-08-14T12:38:25Z,Biztoc.com,,reuters.com,https://biztoc.com/cdn/85915a5e6f369acc_s.webp,"Lilly signs up to $1.3 billion deal with Superluminal to develop obesity medicines { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+829 chars]",2025-08-14 12:38:25+00:00,"['energy', 'automotive']",energy,"{'polarity': -0.20000000000000004, 'subjectivity': 0.3, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.20000000000000004,0.3,0.0,0.0,"[('deal', 2), ('return', 2), ('lilly', 1), ('sign', 1), ('billion', 1)]","['deal', 'return', 'lilly', 'sign', 'billion']","{'companies': ['China', 'How', 'AMD', 'Lilly', 'Amazon', 'Nvidia', 'Superluminal', 'Why'], 'locations': [], 'currencies': ['$1'], 'numbers': ['1.3 billion']}",296,42,negative,neutral
Hogs Bulls Fade on Wednesday,"Join Barchart Premier to attend LIVE ""Market on Close"" program each Friday with John Rowland.
FREE 30 Day Trial
- Market Pulse
- VolatilityVolume & Open InterestHorizontal StrategiesButterfly Strategies
-
- Market PulseResourcesEuropean FuturesEuropean Groupi…","Join Barchart Premier to attend LIVE ""Market on Close"" program each Friday with John Rowland.FREE 30 Day Trial- Market Pulse- VolatilityVolume &amp; Open InterestHorizontal StrategiesButterfly Strate… [+141 chars]",https://biztoc.com/x/5ebb87222bdb2be4,2025-08-14T12:38:24Z,Biztoc.com,,barchart.com,https://biztoc.com/cdn/5ebb87222bdb2be4_s.webp,"Hogs Bulls Fade on Wednesday Join Barchart Premier to attend LIVE ""Market on Close"" program each Friday with John Rowland.
FREE 30 Day Trial
- Market Pulse
- VolatilityVolume & Open InterestHorizontal StrategiesButterfly Strategies
-
- Market PulseResourcesEuropean FuturesEuropean Groupi… Join Barchart Premier to attend LIVE ""Market on Close"" program each Friday with John Rowland.FREE 30 Day Trial- Market Pulse- VolatilityVolume &amp; Open InterestHorizontal StrategiesButterfly Strate… [+141 chars]",2025-08-14 12:38:24+00:00,['general'],general,"{'polarity': 0.13454545454545455, 'subjectivity': 0.5599999999999999, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.13454545454545455,0.5599999999999999,0.0,0.0,"[('market', 5), ('join', 2), ('barchart', 2), ('premier', 2), ('attend', 2)]","['market', 'join', 'barchart', 'premier', 'attend']","{'companies': ['Market Pulse', 'VolatilityVolume', 'Open InterestHorizontal StrategiesButterfly Strategies', 'Wednesday Join Barchart Premier', 'FREE', 'Join Barchart Premier', 'Market', 'Hogs Bulls Fade', 'John Rowland', 'Close', 'LIVE', 'Day Trial', 'Open InterestHorizontal StrategiesButterfly Strate', 'Friday', 'Market PulseResourcesEuropean FuturesEuropean Groupi'], 'locations': [], 'currencies': [], 'numbers': []}",503,68,positive,neutral
US Producer Prices Rise by Most in Three Years on Services,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+795 chars]",https://biztoc.com/x/2f9096d847afa5b2,2025-08-14T12:38:23Z,Biztoc.com,,bloomberg.com,https://biztoc.com/cdn/2f9096d847afa5b2_s.webp,"US Producer Prices Rise by Most in Three Years on Services { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+795 chars]",2025-08-14 12:38:23+00:00,['energy'],energy,"{'polarity': -0.06000000000000003, 'subjectivity': 0.34, 'business_sentiment': 1.0, 'market_trend': 0.0}",-0.06000000000000003,0.34,1.0,0.0,"[('return', 2), ('producer', 1), ('price', 1), ('rise', 1), ('three', 1)]","['return', 'producer', 'price', 'rise', 'three']","{'companies': ['China', 'How', 'AMD', 'Services', 'Amazon', 'Nvidia', 'Three Years', 'US Producer Prices Rise', 'Most', 'Why'], 'locations': [], 'currencies': [], 'numbers': []}",272,40,neutral,positive
Corn Falling to Kickoff Thursday,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+755 chars]",https://biztoc.com/x/a9969069292b0fe0,2025-08-14T12:38:23Z,Biztoc.com,,barchart.com,https://biztoc.com/cdn/950/og.png,"Corn Falling to Kickoff Thursday { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+755 chars]",2025-08-14 12:38:23+00:00,['energy'],energy,"{'polarity': -0.20000000000000004, 'subjectivity': 0.3, 'business_sentiment': -1.0, 'market_trend': 0.0}",-0.20000000000000004,0.3,-1.0,0.0,"[('return', 2), ('corn', 1), ('falling', 1), ('kickoff', 1), ('thursday', 1)]","['return', 'corn', 'falling', 'kickoff', 'thursday']","{'companies': ['China', 'How', 'AMD', 'Kickoff Thursday', 'Corn Falling', 'Amazon', 'Nvidia', 'Why'], 'locations': [], 'currencies': [], 'numbers': []}",246,34,negative,negative
"One Tech Tip: This summer, don't let your phone overheat",,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+772 chars]",https://biztoc.com/x/37cc97aa582a76eb,2025-08-14T12:38:22Z,Biztoc.com,,apnews.com,https://biztoc.com/cdn/950/og.png,"One Tech Tip: This summer, don't let your phone overheat { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+772 chars]",2025-08-14 12:38:22+00:00,"['technology', 'energy']",technology,"{'polarity': -0.20000000000000004, 'subjectivity': 0.3, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.20000000000000004,0.3,0.0,0.0,"[('return', 2), ('one', 1), ('tech', 1), ('tip', 1), ('summer', 1)]","['return', 'one', 'tech', 'tip', 'summer']","{'companies': ['China', 'How', 'AMD', 'Amazon', 'Nvidia', 'This', 'One Tech Tip', 'Why'], 'locations': [], 'currencies': [], 'numbers': []}",270,39,negative,neutral
Urban-Gro enters non-binding LOI for sale of 2WR subsidiary,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4183501/UGRO-UrbanGro-enters-nonbinding-LOI-for-sale-of-WR-subsidiary,2025-08-14T12:38:12Z,Thefly.com,,,https://thefly.com/images/meta/hotstocks.jpg,"Urban-Gro enters non-binding LOI for sale of 2WR subsidiary See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",2025-08-14 12:38:12+00:00,['automotive'],automotive,"{'polarity': 0.25238095238095243, 'subjectivity': 0.48571428571428577, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.25238095238095243,0.48571428571428577,0.0,0.0,"[('news', 2), ('urbangro', 1), ('enters', 1), ('nonbinding', 1), ('loi', 1)]","['news', 'urbangro', 'enters', 'nonbinding', 'loi']","{'companies': ['See', 'Earnings', 'Gro', 'LOI', 'Known', 'Urban', 'The Fly'], 'locations': [], 'currencies': [], 'numbers': []}",371,55,positive,neutral
Deutsche Bank UK wealth boss on hiring spree: ‘We’re not looking to be a bums-on-seats-type buildout’,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+818 chars]",https://biztoc.com/x/03665aad2bccbe52,2025-08-14T12:38:08Z,Biztoc.com,,fnlondon.com,https://biztoc.com/cdn/03665aad2bccbe52_s.webp,"Deutsche Bank UK wealth boss on hiring spree: ‘We’re not looking to be a bums-on-seats-type buildout’ { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+818 chars]",2025-08-14 12:38:08+00:00,"['energy', 'finance']",energy,"{'polarity': -0.20000000000000004, 'subjectivity': 0.3, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.20000000000000004,0.3,0.0,0.0,"[('return', 2), ('deutsche', 1), ('bank', 1), ('wealth', 1), ('bos', 1)]","['return', 'deutsche', 'bank', 'wealth', 'bos']","{'companies': ['China', 'How', 'AMD', 'We', 'Amazon', 'Deutsche Bank UK', 'Nvidia', 'Why'], 'locations': [], 'currencies': [], 'numbers': []}",315,45,negative,neutral
DC residents protest as White House says federal agents will be on patrol 24/7,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+800 chars]",https://biztoc.com/x/632d2c302f01604b,2025-08-14T12:38:07Z,Biztoc.com,,apnews.com,https://biztoc.com/cdn/950/og.png,"DC residents protest as White House says federal agents will be on patrol 24/7 { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+800 chars]",2025-08-14 12:38:07+00:00,['energy'],energy,"{'polarity': -0.16000000000000003, 'subjectivity': 0.24, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.16000000000000003,0.24,0.0,0.0,"[('return', 2), ('resident', 1), ('protest', 1), ('white', 1), ('house', 1)]","['return', 'resident', 'protest', 'white', 'house']","{'companies': ['White House', 'China', 'How', 'DC', 'AMD', 'Amazon', 'Nvidia', 'Why'], 'locations': [], 'currencies': [], 'numbers': []}",292,43,negative,neutral
"India BPCL buys 10 million barrels of US oil via five-month tender, sources say",,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+810 chars]",https://biztoc.com/x/26f8f27c19694dd1,2025-08-14T12:38:01Z,Biztoc.com,,reuters.com,https://biztoc.com/cdn/26f8f27c19694dd1_s.webp,"India BPCL buys 10 million barrels of US oil via five-month tender, sources say { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+810 chars]",2025-08-14 12:38:01+00:00,['energy'],energy,"{'polarity': -0.20000000000000004, 'subjectivity': 0.3, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.20000000000000004,0.3,0.0,0.0,"[('return', 2), ('india', 1), ('bpcl', 1), ('buy', 1), ('million', 1)]","['return', 'india', 'bpcl', 'buy', 'million']","{'companies': ['China', 'How', 'AMD', 'India BPCL', 'Amazon', 'Nvidia', 'Why', 'US'], 'locations': [], 'currencies': [], 'numbers': ['10 million']}",293,43,negative,neutral
FordDirect partners with Podium for AI-powered dealer conversations with customers,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+770 chars]",https://biztoc.com/x/87974e1666d7043d,2025-08-14T12:38:01Z,Biztoc.com,,finance.yahoo.com,https://biztoc.com/cdn/950/og.png,"FordDirect partners with Podium for AI-powered dealer conversations with customers { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Nvidia and AMD strike chip sales deal with China? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Amazon e… [+770 chars]",2025-08-14 12:38:01+00:00,"['technology', 'energy']",technology,"{'polarity': -0.20000000000000004, 'subjectivity': 0.3, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.20000000000000004,0.3,0.0,0.0,"[('return', 2), ('forddirect', 1), ('partner', 1), ('podium', 1), ('aipowered', 1)]","['return', 'forddirect', 'partner', 'podium', 'aipowered']","{'companies': ['China', 'How', 'FordDirect', 'AMD', 'AI', 'Podium', 'Amazon', 'Nvidia', 'Why'], 'locations': [], 'currencies': [], 'numbers': []}",296,39,negative,neutral
